"ProblemID","UserID","SubmissionNumber","TimeStamp","TimeSinceLast","Grade","GradeDiff","NVideoEvents","NForumEvents","NumberOfThreadCreated","NumberOfUpvotes","NumberOfVideoInteractions","RewatchingScore","NumberOfPosts","NumberVideoWatched","NumberOfThreadViews","DurationOfVideoActivity","AverageVideoTimeDiffs","LastForumEvent","NumberOfSlowPlay","TimeSpentOnForum","LastVideoEvent","AvgTimeBwSubs","NVideoAndForum","ActivityRate","TimeSinceLastVideo","TimeSinceLastForum","improved"
2,"5a149a911a51dd3980b49161b337abe1",5,1395013025,877,75,0,0,2,0,0,0,0,0,0,2,0,0,1395012209,0,11,0,547.4,2,0.6,1395013025,816,"No"
2,"5ac1ff9f4823d5fda9fc449f0447cdbc",1,1393774274,438,0,0,0,3,0,0,0,0,0,0,2,0,0,1393773957,0,27,0,1004.9375,3,0.25,1393774274,317,"No"
2,"5ac1ff9f4823d5fda9fc449f0447cdbc",2,1393775411,1137,100,100,0,8,0,0,0,0,2,0,4,0,0,1393774900,0,519,0,1004.9375,8,0.25,1393775411,511,"Yes"
6,"5ac1ff9f4823d5fda9fc449f0447cdbc",1,1394728760,2004,87.5,0,0,8,0,0,0,0,0,0,7,0,0,1394727523,0,479,0,1004.9375,8,0.25,1394728760,1237,"No"
14,"5ac1ff9f4823d5fda9fc449f0447cdbc",5,1398610520,1004,86.6666666666667,0,0,6,0,0,0,0,0,0,3,0,0,1398609801,0,186,0,1004.9375,6,0.25,1398610520,719,"No"
4,"5ae2af8f484b82d8c7999f1a08244a49",2,1394723547,524,0,0,0,4,0,0,0,0,0,0,2,0,0,1394723207,0,104,0,1891.83333333333,4,0.416666666666667,1394723547,340,"No"
4,"5ae2af8f484b82d8c7999f1a08244a49",3,1394724012,465,0,0,0,5,0,0,0,0,0,0,2,0,0,1394723690,0,85,0,1891.83333333333,5,0.416666666666667,1394724012,322,"No"
4,"5ae2af8f484b82d8c7999f1a08244a49",5,1394726569,2364,50,50,9,11,1,0,3,0,1,2,2,1081,135.125,1394726017,0,1778,1394726481,1891.83333333333,20,0.416666666666667,88,552,"Yes"
4,"5ae2af8f484b82d8c7999f1a08244a49",6,1394728847,2278,100,50,11,3,0,0,8,0,1,1,1,552,55.2,1394726779,0,156,1394727251,1891.83333333333,14,0.416666666666667,1596,2068,"Yes"
5,"5ae2af8f484b82d8c7999f1a08244a49",1,1394728876,3669,100,100,20,7,0,0,11,0,1,2,2,1851,97.4210526315789,1394726779,0,941,1394727251,1891.83333333333,27,0.416666666666667,1625,2097,"Yes"
9,"5b0c8ff4931900bacdb102a03ea9962d",1,1396368338,1341,0,0,0,8,0,0,0,0,0,0,5,0,0,1396367298,0,141,0,13097.375,8,0.0625,1396368338,1040,"No"
14,"5baeb3fcafb172c579ec4f30d10af5b2",4,1398694541,1101,80,0,0,6,0,0,0,0,0,0,2,0,0,1398693886,0,53,0,584.083333333333,6,0.0416666666666667,1398694541,655,"No"
11,"5bc258b00092b5fef6b56d74a4be16c1",11,1396208842,30876,97.7777777777778,22.2222222222222,81,0,0,0,39,0,0,18,0,1014,12.675,0,0,0,1396191854,9477.625,81,0.05,16988,1396208842,"Yes"
14,"5bc258b00092b5fef6b56d74a4be16c1",2,1398189548,269213,0,-46.6666666666667,10,0,0,0,3,0,0,5,0,76,8.44444444444444,0,0,0,1398189153,9477.625,10,0.05,395,1398189548,"No"
1,"5bc4bd765320c853d3732d298028f2d9",1,1393517373,800,100,100,0,7,0,0,0,0,0,0,3,0,0,1393517211,0,597,0,4792.82142857143,7,0.178571428571429,1393517373,162,"Yes"
9,"5bc4bd765320c853d3732d298028f2d9",4,1395320022,12619,100,0,0,6,1,0,0,0,1,0,2,0,0,1395319876,0,12407,0,4792.82142857143,6,0.178571428571429,1395320022,146,"No"
15,"5bc4bd765320c853d3732d298028f2d9",2,1396545775,1603,70,20,0,6,0,0,0,0,0,0,2,0,0,1396545356,0,48,0,4792.82142857143,6,0.178571428571429,1396545775,419,"Yes"
15,"5bc4bd765320c853d3732d298028f2d9",5,1396554467,7608,80,0,0,18,0,0,0,0,1,0,6,0,0,1396554037,0,2882,0,4792.82142857143,18,0.178571428571429,1396554467,430,"No"
15,"5bc4bd765320c853d3732d298028f2d9",6,1396560210,5743,100,20,0,3,0,0,0,0,0,0,1,0,0,1396554717,0,39,0,4792.82142857143,3,0.178571428571429,1396560210,5493,"Yes"
2,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1393886117,371,75,0,0,3,0,0,0,0,0,0,2,0,0,1393886007,0,135,0,31336.4947368421,3,0.484210526315789,1393886117,110,"No"
2,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",4,1393923209,37092,100,25,0,1,0,0,0,0,0,0,1,0,0,1393922891,0,0,0,31336.4947368421,1,0.484210526315789,1393923209,318,"Yes"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1394447619,150735,0,0,21,6,0,0,14,0,0,1,4,2071,103.55,1394445808,0,89708,1394447589,31336.4947368421,27,0.484210526315789,30,1811,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",2,1394459468,11849,25,25,90,8,0,0,80,0,0,3,6,2391,26.8651685393258,1394455704,0,2648,1394450723,31336.4947368421,98,0.484210526315789,8745,3764,"Yes"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",5,1394461212,1412,25,0,0,3,0,0,0,0,0,0,2,0,0,1394461065,0,42,0,31336.4947368421,3,0.484210526315789,1394461212,147,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",6,1394462716,1504,25,0,0,2,0,0,0,0,0,0,2,0,0,1394461769,0,14,0,31336.4947368421,2,0.484210526315789,1394462716,947,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",8,1394463730,458,0,-25,0,1,0,0,0,0,0,0,1,0,0,1394463388,0,0,0,31336.4947368421,1,0.484210526315789,1394463730,342,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",16,1394723884,258464,50,0,41,31,1,0,15,0,1,5,16,10569,264.225,1394723680,0,256207,1394711060,31336.4947368421,72,0.484210526315789,12824,204,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",20,1394726518,2389,0,-50,0,7,0,0,0,0,1,0,4,0,0,1394724816,0,260,0,31336.4947368421,7,0.484210526315789,1394726518,1702,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",23,1394727006,354,50,0,0,1,0,0,0,0,0,0,1,0,0,1394726716,0,0,0,31336.4947368421,1,0.484210526315789,1394727006,290,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",26,1394728012,847,50,0,2,1,0,0,0,0,0,1,1,2,2,1394727412,0,0,1394727445,31336.4947368421,3,0.484210526315789,567,600,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",27,1394730306,2294,50,0,0,3,0,0,0,0,0,0,3,0,0,1394729979,0,780,0,31336.4947368421,3,0.484210526315789,1394730306,327,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",30,1394785740,55147,75,0,0,3,0,0,0,0,0,0,2,0,0,1394785635,0,46802,0,31336.4947368421,3,0.484210526315789,1394785740,105,"No"
4,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",31,1394808430,22690,75,0,0,16,0,0,0,0,2,0,9,0,0,1394803079,0,17135,0,31336.4947368421,16,0.484210526315789,1394808430,5351,"No"
5,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1394906084,28705,0,0,0,10,0,0,0,0,0,0,3,0,0,1394904704,0,26642,0,31336.4947368421,10,0.484210526315789,1394906084,1380,"No"
5,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",2,1394914716,8632,0,0,0,12,1,0,0,0,1,0,7,0,0,1394914175,0,6210,0,31336.4947368421,12,0.484210526315789,1394914716,541,"No"
5,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1394959469,44753,0,0,49,3,0,0,39,0,0,2,2,119,2.47916666666667,1394957644,0,42,1394958048,31336.4947368421,52,0.484210526315789,1421,1825,"No"
5,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",4,1395150050,190581,0,0,0,14,0,0,0,0,1,0,8,0,0,1395149370,0,105905,0,31336.4947368421,14,0.484210526315789,1395150050,680,"No"
5,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",5,1395159052,9002,88.8888888888889,88.8888888888889,0,7,0,0,0,0,0,0,4,0,0,1395157519,0,6819,0,31336.4947368421,7,0.484210526315789,1395159052,1533,"Yes"
7,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1395234604,301,0,0,0,1,0,0,0,0,0,0,1,0,0,1395234381,0,0,0,31336.4947368421,1,0.484210526315789,1395234604,223,"No"
7,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",2,1395235893,1289,0,0,0,1,0,0,0,0,0,0,1,0,0,1395235223,0,0,0,31336.4947368421,1,0.484210526315789,1395235893,670,"No"
7,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1395251505,15612,100,100,0,1,0,0,0,0,0,0,0,0,0,1395235946,0,0,0,31336.4947368421,1,0.484210526315789,1395251505,15559,"Yes"
8,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1395599027,11304,0,0,0,4,0,0,0,0,0,0,3,0,0,1395598763,0,10846,0,31336.4947368421,4,0.484210526315789,1395599027,264,"No"
8,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",2,1395600159,1132,0,0,0,7,0,0,0,0,1,0,3,0,0,1395599520,0,338,0,31336.4947368421,7,0.484210526315789,1395600159,639,"No"
8,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1395649502,49343,62.5,62.5,0,2,0,0,0,0,0,0,2,0,0,1395647683,0,47476,0,31336.4947368421,2,0.484210526315789,1395649502,1819,"Yes"
9,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1396115586,11583,0,0,0,1,0,0,0,0,0,0,1,0,0,1396115191,0,0,0,31336.4947368421,1,0.484210526315789,1396115586,395,"No"
9,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1396118460,2585,0,-57.5,0,1,0,0,0,0,0,0,1,0,0,1396115956,0,0,0,31336.4947368421,1,0.484210526315789,1396118460,2504,"No"
9,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",8,1396124772,5965,95,25,0,4,0,0,0,0,0,0,2,0,0,1396123837,0,1069,0,31336.4947368421,4,0.484210526315789,1396124772,935,"Yes"
9,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",9,1396125500,728,97.5,2.5,5,1,0,0,0,0,1,1,0,6,1.5,1396124910,0,0,1396125413,31336.4947368421,6,0.484210526315789,87,590,"Yes"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1396363513,1962,62.2222222222222,0,4,2,0,0,2,0,0,1,1,12,4,1396363399,0,71,1396363002,31336.4947368421,6,0.484210526315789,511,114,"No"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",4,1396373745,10232,62.2222222222222,0,0,13,0,0,0,0,1,0,8,0,0,1396373682,0,10127,0,31336.4947368421,13,0.484210526315789,1396373745,63,"No"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",5,1396376332,2587,62.2222222222222,0,0,4,0,0,0,0,1,0,2,0,0,1396375624,0,642,0,31336.4947368421,4,0.484210526315789,1396376332,708,"No"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",6,1396384455,8123,88.8888888888889,26.6666666666667,0,5,0,0,0,0,0,0,4,0,0,1396381821,0,5278,0,31336.4947368421,5,0.484210526315789,1396384455,2634,"Yes"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",7,1396421418,36963,88.8888888888889,0,11,10,0,0,3,2,0,1,4,1153,115.3,1396421398,0,36883,1396421389,31336.4947368421,21,0.484210526315789,29,20,"No"
11,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",10,1396423965,2284,100,11.1111111111111,19,0,0,0,9,0,0,1,0,1924,106.888888888889,0,0,0,1396423653,31336.4947368421,19,0.484210526315789,312,1396423965,"Yes"
14,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",3,1397571680,59365,80,6.66666666666667,0,1,0,0,0,0,0,0,0,0,0,1397571393,0,0,0,31336.4947368421,1,0.484210526315789,1397571680,287,"Yes"
14,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",4,1397577712,6032,66.6666666666667,-13.3333333333333,0,4,0,0,0,0,0,0,2,0,0,1397574473,0,2162,0,31336.4947368421,4,0.484210526315789,1397577712,3239,"No"
14,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",9,1397587122,8167,86.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,1397586923,0,0,0,31336.4947368421,1,0.484210526315789,1397587122,199,"No"
14,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",11,1397657951,70711,86.6666666666667,0,0,2,0,0,0,0,0,0,2,0,0,1397657687,0,933,0,31336.4947368421,2,0.484210526315789,1397657951,264,"No"
14,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",12,1398190380,532429,100,13.3333333333333,0,35,0,0,0,0,4,0,22,0,0,1398189115,0,531087,0,31336.4947368421,35,0.484210526315789,1398190380,1265,"Yes"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",1,1397160804,5048,90,20,0,3,0,0,0,0,0,0,2,0,0,1397160339,0,28,0,31336.4947368421,3,0.484210526315789,1397160804,465,"Yes"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",2,1397162460,1656,90,0,0,11,1,0,0,0,1,0,4,0,0,1397162410,0,723,0,31336.4947368421,11,0.484210526315789,1397162460,50,"No"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",5,1398447774,1285206,90,0,0,127,0,0,0,0,7,0,81,0,0,1398447667,0,1284680,0,31336.4947368421,127,0.484210526315789,1398447774,107,"No"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",6,1398456052,8278,90,0,0,10,0,0,0,0,1,0,7,0,0,1398455962,0,7225,0,31336.4947368421,10,0.484210526315789,1398456052,90,"No"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",9,1398457765,918,80,-10,0,3,0,0,0,0,1,0,1,0,0,1398457425,0,531,0,31336.4947368421,3,0.484210526315789,1398457765,340,"No"
15,"5c1fbb46152d7b7eb0fdb9ca4e0b320f",12,1398458085,188,100,10,0,2,0,0,0,0,0,0,0,0,0,1398457979,0,5,0,31336.4947368421,2,0.484210526315789,1398458085,106,"Yes"
1,"5c5c77820c12634dae93bd634dbf8631",2,1393507523,591,100,100,0,3,0,0,0,0,0,0,1,0,0,1393507510,0,515,0,469.5,3,0.5,1393507523,13,"Yes"
5,"5c5c77820c12634dae93bd634dbf8631",1,1394907700,969,100,11.1111111111111,0,21,0,0,0,0,0,0,10,0,0,1394907514,0,732,0,469.5,21,0.5,1394907700,186,"Yes"
2,"5c67352ab94cb3177b1a369a26c299fa",1,1394967535,1171,0,0,13,6,0,0,10,0,0,1,3,102,8.5,1394967128,0,421,1394967454,13665.2717391304,19,0.369565217391304,81,407,"No"
2,"5c67352ab94cb3177b1a369a26c299fa",3,1394968380,481,75,75,0,3,0,0,0,0,0,0,2,0,0,1394968144,0,176,0,13665.2717391304,3,0.369565217391304,1394968380,236,"Yes"
2,"5c67352ab94cb3177b1a369a26c299fa",4,1394968555,175,100,25,0,1,0,0,0,0,0,0,1,0,0,1394968478,0,0,0,13665.2717391304,1,0.369565217391304,1394968555,77,"Yes"
4,"5c67352ab94cb3177b1a369a26c299fa",1,1395255075,590,75,0,0,5,0,0,0,0,0,0,2,0,0,1395254859,0,112,0,13665.2717391304,5,0.369565217391304,1395255075,216,"No"
5,"5c67352ab94cb3177b1a369a26c299fa",2,1395597348,484,42.2222222222222,42.2222222222222,0,1,0,0,0,0,0,0,1,0,0,1395597192,0,0,0,13665.2717391304,1,0.369565217391304,1395597348,156,"Yes"
5,"5c67352ab94cb3177b1a369a26c299fa",6,1395599810,776,75.5555555555556,4.44444444444444,0,1,0,0,0,0,0,0,0,0,0,1395599296,0,0,0,13665.2717391304,1,0.369565217391304,1395599810,514,"Yes"
5,"5c67352ab94cb3177b1a369a26c299fa",7,1395600223,413,75.5555555555556,0,0,1,0,0,0,0,0,0,1,0,0,1395600121,0,0,0,13665.2717391304,1,0.369565217391304,1395600223,102,"No"
5,"5c67352ab94cb3177b1a369a26c299fa",8,1395603465,3242,75.5555555555556,0,0,2,0,0,0,0,0,0,1,0,0,1395603126,0,27,0,13665.2717391304,2,0.369565217391304,1395603465,339,"No"
5,"5c67352ab94cb3177b1a369a26c299fa",10,1395607097,1228,75.5555555555556,0,0,1,0,0,0,0,0,0,0,0,0,1395606133,0,0,0,13665.2717391304,1,0.369565217391304,1395607097,964,"No"
5,"5c67352ab94cb3177b1a369a26c299fa",17,1395610165,248,86.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,1395609982,0,0,0,13665.2717391304,1,0.369565217391304,1395610165,183,"No"
7,"5c67352ab94cb3177b1a369a26c299fa",1,1395989601,52201,0,0,0,1,0,0,0,0,0,0,0,0,0,1395937438,0,0,0,13665.2717391304,1,0.369565217391304,1395989601,52163,"No"
7,"5c67352ab94cb3177b1a369a26c299fa",4,1395990690,571,57.1428571428571,57.1428571428571,0,4,0,0,0,0,0,0,3,0,0,1395990380,0,74,0,13665.2717391304,4,0.369565217391304,1395990690,310,"Yes"
7,"5c67352ab94cb3177b1a369a26c299fa",5,1395991195,505,57.1428571428571,0,0,2,0,0,0,0,0,0,1,0,0,1395990942,0,31,0,13665.2717391304,2,0.369565217391304,1395991195,253,"No"
8,"5c67352ab94cb3177b1a369a26c299fa",3,1396112305,1075,62.5,0,0,1,0,0,0,0,0,0,0,0,0,1396111474,0,0,0,13665.2717391304,1,0.369565217391304,1396112305,831,"No"
8,"5c67352ab94cb3177b1a369a26c299fa",4,1396113109,804,62.5,0,0,1,0,0,0,0,0,0,1,0,0,1396112482,0,0,0,13665.2717391304,1,0.369565217391304,1396113109,627,"No"
8,"5c67352ab94cb3177b1a369a26c299fa",6,1396115786,2493,87.5,0,0,5,0,0,0,0,0,0,4,0,0,1396114907,0,1324,0,13665.2717391304,5,0.369565217391304,1396115786,879,"No"
8,"5c67352ab94cb3177b1a369a26c299fa",7,1396125406,9620,100,12.5,0,1,0,0,0,0,0,0,1,0,0,1396122815,0,0,0,13665.2717391304,1,0.369565217391304,1396125406,2591,"Yes"
9,"5c67352ab94cb3177b1a369a26c299fa",1,1396197846,775,95,12.5,0,2,0,0,0,0,0,0,1,0,0,1396197163,0,6,0,13665.2717391304,2,0.369565217391304,1396197846,683,"Yes"
9,"5c67352ab94cb3177b1a369a26c299fa",2,1396803623,605777,100,5,0,40,0,0,0,0,0,0,23,0,0,1396802721,0,604789,0,13665.2717391304,40,0.369565217391304,1396803623,902,"Yes"
11,"5c67352ab94cb3177b1a369a26c299fa",4,1396472522,521,0,-33.3333333333333,0,1,0,0,0,0,0,0,1,0,0,1396472138,0,0,0,13665.2717391304,1,0.369565217391304,1396472522,384,"No"
11,"5c67352ab94cb3177b1a369a26c299fa",11,1396512965,9123,0,-64.4444444444444,0,16,0,0,0,0,0,0,7,0,0,1396512680,0,8190,0,13665.2717391304,16,0.369565217391304,1396512965,285,"No"
11,"5c67352ab94cb3177b1a369a26c299fa",12,1396514267,1302,84.4444444444444,84.4444444444444,0,2,0,0,0,0,0,0,1,0,0,1396514000,0,9,0,13665.2717391304,2,0.369565217391304,1396514267,267,"Yes"
11,"5c67352ab94cb3177b1a369a26c299fa",15,1396801644,287045,86.6666666666667,0,0,9,0,0,0,0,0,0,5,0,0,1396801198,0,200232,0,13665.2717391304,9,0.369565217391304,1396801644,446,"No"
11,"5c67352ab94cb3177b1a369a26c299fa",16,1396801934,290,88.8888888888889,2.22222222222221,0,1,0,0,0,0,0,0,1,0,0,1396801786,0,0,0,13665.2717391304,1,0.369565217391304,1396801934,148,"Yes"
11,"5c67352ab94cb3177b1a369a26c299fa",19,1396802862,419,86.6666666666667,-2.22222222222221,0,4,0,0,0,0,0,0,3,0,0,1396802721,0,100,0,13665.2717391304,4,0.369565217391304,1396802862,141,"No"
14,"5c67352ab94cb3177b1a369a26c299fa",2,1398508819,3314,0,0,0,4,0,0,0,0,0,0,3,0,0,1398507348,0,1698,0,13665.2717391304,4,0.369565217391304,1398508819,1471,"No"
14,"5c67352ab94cb3177b1a369a26c299fa",3,1398509058,239,0,0,0,1,0,0,0,0,0,0,0,0,0,1398508884,0,0,0,13665.2717391304,1,0.369565217391304,1398509058,174,"No"
14,"5c67352ab94cb3177b1a369a26c299fa",11,1398539451,25837,86.6666666666667,0,0,6,0,0,0,0,0,0,5,0,0,1398518948,0,4579,0,13665.2717391304,6,0.369565217391304,1398539451,20503,"No"
14,"5c67352ab94cb3177b1a369a26c299fa",12,1398624017,84566,85.3333333333333,-1.33333333333333,0,10,0,0,0,0,0,0,6,0,0,1398623841,0,6595,0,13665.2717391304,10,0.369565217391304,1398624017,176,"No"
15,"5c67352ab94cb3177b1a369a26c299fa",1,1398516840,1793,0,-60,0,1,0,0,0,0,0,0,1,0,0,1398516547,0,0,0,13665.2717391304,1,0.369565217391304,1398516840,293,"No"
15,"5c67352ab94cb3177b1a369a26c299fa",3,1398517851,995,60,0,0,2,0,0,0,0,0,0,2,0,0,1398517072,0,22,0,13665.2717391304,2,0.369565217391304,1398517851,779,"No"
15,"5c67352ab94cb3177b1a369a26c299fa",4,1398519002,1151,70,10,0,2,0,0,0,0,0,0,1,0,0,1398518948,0,19,0,13665.2717391304,2,0.369565217391304,1398519002,54,"Yes"
15,"5c67352ab94cb3177b1a369a26c299fa",9,1398619836,99999,80,10,0,4,0,0,0,0,0,0,3,0,0,1398619514,0,2268,0,13665.2717391304,4,0.369565217391304,1398619836,322,"Yes"
15,"5c67352ab94cb3177b1a369a26c299fa",11,1398620214,192,80,0,0,2,0,0,0,0,0,0,1,0,0,1398620069,0,10,0,13665.2717391304,2,0.369565217391304,1398620214,145,"No"
1,"5d412290fb381bd8c5df5f8727180c80",3,1393548308,774,77.5,77.5,0,3,0,0,0,0,0,0,1,0,0,1393547624,0,31,0,1339.1,3,0.0666666666666667,1393548308,684,"Yes"
2,"5d412290fb381bd8c5df5f8727180c80",2,1393548530,3479,100,5,0,3,0,0,0,0,0,0,1,0,0,1393547624,0,31,0,1339.1,3,0.0666666666666667,1393548530,906,"Yes"
5,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",50,1396130678,397,0,0,0,11,0,0,0,0,0,0,8,0,0,1396130421,0,61,0,9649.59444444444,11,0.222222222222222,1396130678,257,"No"
5,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",53,1396131528,380,0,0,0,3,0,0,0,0,2,0,0,0,0,1396131289,0,17,0,9649.59444444444,3,0.222222222222222,1396131528,239,"No"
5,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",56,1396171893,582,0,0,0,1,0,0,0,0,0,0,1,0,0,1396171605,0,0,0,9649.59444444444,1,0.222222222222222,1396171893,288,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",1,1397823057,919,0,0,0,2,0,0,0,0,0,0,2,0,0,1397822221,0,24,0,9649.59444444444,2,0.222222222222222,1397823057,836,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",8,1397831922,882,53.3333333333333,6.66666666666667,0,3,0,0,0,0,0,0,3,0,0,1397831534,0,461,0,9649.59444444444,3,0.222222222222222,1397831922,388,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",9,1397834076,2154,46.6666666666667,-6.66666666666667,0,7,0,0,0,0,0,0,6,0,0,1397833664,0,33,0,9649.59444444444,7,0.222222222222222,1397834076,412,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",11,1397834463,313,60,0,0,9,0,0,0,0,0,0,9,0,0,1397834290,0,54,0,9649.59444444444,9,0.222222222222222,1397834463,173,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",13,1397834973,503,60,0,0,4,0,0,0,0,0,0,4,0,0,1397834884,0,189,0,9649.59444444444,4,0.222222222222222,1397834973,89,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",16,1397836382,883,66.6666666666667,0,0,3,0,0,0,0,0,0,3,0,0,1397835917,0,218,0,9649.59444444444,3,0.222222222222222,1397836382,465,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",17,1397892595,56213,73.3333333333333,6.66666666666667,0,2,0,0,0,0,0,0,1,0,0,1397892492,0,44,0,9649.59444444444,2,0.222222222222222,1397892595,103,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",18,1397894852,2257,73.3333333333333,0,0,7,0,0,0,0,0,0,7,0,0,1397894720,0,26,0,9649.59444444444,7,0.222222222222222,1397894852,132,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",29,1397907175,11006,70.6666666666667,4.00000000000001,0,1,0,0,0,0,0,0,1,0,0,1397901483,0,0,0,9649.59444444444,1,0.222222222222222,1397907175,5692,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",30,1397908408,1233,70.6666666666667,0,0,3,0,0,0,0,0,0,0,0,0,1397908373,0,200,0,9649.59444444444,3,0.222222222222222,1397908408,35,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",34,1397909032,362,66.6666666666667,6.66666666666666,0,5,0,0,0,0,0,0,4,0,0,1397908932,0,34,0,9649.59444444444,5,0.222222222222222,1397909032,100,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",41,1397910076,503,0,-46.6666666666667,0,1,0,0,0,0,0,0,1,0,0,1397909904,0,0,0,9649.59444444444,1,0.222222222222222,1397910076,172,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",43,1397910853,729,73.3333333333333,73.3333333333333,0,2,0,0,0,0,0,0,2,0,0,1397910444,0,86,0,9649.59444444444,2,0.222222222222222,1397910853,409,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",45,1397911383,381,73.3333333333333,6.66666666666667,0,2,0,0,0,0,0,0,2,0,0,1397911184,0,30,0,9649.59444444444,2,0.222222222222222,1397911383,199,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",48,1397911805,171,0,-73.3333333333333,0,3,0,0,0,0,0,0,3,0,0,1397911703,0,10,0,9649.59444444444,3,0.222222222222222,1397911805,102,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",53,1397912334,234,53.3333333333333,-6.66666666666666,0,3,0,0,0,0,0,0,3,0,0,1397912172,0,11,0,9649.59444444444,3,0.222222222222222,1397912334,162,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",61,1397913730,354,86.6666666666667,0,0,5,0,0,0,0,0,0,4,0,0,1397913472,0,57,0,9649.59444444444,5,0.222222222222222,1397913730,258,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",64,1397914167,260,86.6666666666667,0,0,3,0,0,0,0,0,0,3,0,0,1397914015,0,57,0,9649.59444444444,3,0.222222222222222,1397914167,152,"No"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",66,1397914920,679,86.6666666666667,6.66666666666667,0,6,0,0,0,0,0,0,6,0,0,1397914387,0,79,0,9649.59444444444,6,0.222222222222222,1397914920,533,"Yes"
14,"5d87e9bb1f7eb7305ec5f5d591ff1f6c",67,1397915674,754,86.6666666666667,0,0,7,0,0,0,0,0,0,7,0,0,1397915441,0,454,0,9649.59444444444,7,0.222222222222222,1397915674,233,"No"
